"Year","Region","NEP Name","Project Name","Habitat Type","Activity","Restoration Technique","Acres"
"2011","Region 1","Massachusetts Bays NEP","Saint's Landing Stormwater Remediation, Brewster, MA","Soft Bottom/mud","Protection","Stormwater/Runoff Controls","1000"
"2011","Region 1","Massachusetts Bays NEP","Stony Brook Salt Marsh and Fish Passage Restoration, Brewster, Cape Cod, MA","Tidal Wetland","Reestablishment","Culvert Modification (including installation and replacement)","20"
"2011","Region 1","Massachusetts Bays NEP","Use of Conservation Moorings as a Component of Eelgrass (Zostera marina) Restoration in Two Massachusetts Harbors","SAV (Submerged Aquatic Vegetation)","Rehabilitation","Planting",".2"
"2011","Region 1","Massachusetts Bays NEP","Sunken Medow Salt Marsh and Fish Passage Restoration, Eastham, Cape Cod, MA","Tidal Wetland","Reestablishment","Culvert Modification (including installation and replacement)","16"
"2011","Region 1","Massachusetts Bays NEP","South River Shellfish Bed Improvement, Scituate MA","Soft Bottom/mud","Enhancement","Stormwater/Runoff Controls","313"
"2011","Region 1","Massachusetts Bays NEP","James Brook Restoration, Cohasset MA","Tidal Wetland","Rehabilitation","Tide Gate Modification (including replacement)","14"
"2011","Region 1","Massachusetts Bays NEP","Goggin Parcel, Marshfield MA","Tidal Wetland","Protection","Land Acquisition","493.8"
"2010","Region 1","Massachusetts Bays NEP","Pilgrim Lake Fish Run Restoration, Orleans","Lake/Pond","Enhancement","Fish Ladder/Fishway","39"
"2008","Region 1","Massachusetts Bays NEP","Town Creek Culvert Repair","Tidal Wetland","Reestablishment","Culvert Modification (including installation and replacement)","250"
"2008","Region 1","Massachusetts Bays NEP","Phragmites Control in the Upper Great Marsh","Tidal Wetland","Rehabilitation","Invasives Control/Removal - Vegetation","500"
"2008","Region 1","Massachusetts Bays NEP","Upper Shawme Pond Fish Run Restoration","-","Reestablishment","Reef Construction - Natural Materials","21"
"2008","Region 1","Massachusetts Bays NEP","Lily Pond Water Resource Protection","-","-","Land Acquisition","32"
"2008","Region 1","Massachusetts Bays NEP","Green Harbor River Tide Gate Replacement","Tidal Wetland","Rehabilitation","Tide Gate Modification (including replacement)","637"
"2009","Region 1","Massachusetts Bays NEP","Parker Avenue Cut Culvert Replacement","Tidal Wetland","Rehabilitation","Culvert Modification (including installation and replacement)","1262"
"2009","Region 1","Massachusetts Bays NEP","Mushquashcut Pond Tidal Flushing Restoration","-","Rehabilitation","Tide Gate Modification (including replacement)","100"
"2009","Region 1","Massachusetts Bays NEP","Great Marsh Pepperweed Monitoring and Eradication","Tidal Wetland","Rehabilitation","Invasives Control/Removal - Vegetation","20"
"2009","Region 1","Massachusetts Bays NEP","Great Marsh Phragmites Monitoring and Control","Tidal Wetland","Rehabilitation","Invasives Control/Removal - Vegetation","60"
"2007","Region 1","Massachusetts Bays NEP","Dun Fudgin, Gloucester","Tidal Wetland","Reestablishment","Debris Removal","1"
"2007","Region 1","Massachusetts Bays NEP","Reedy Meadow Fish Ramp","Freshwater Marsh","Reestablishment","Fish Passage","0"
"2007","Region 1","Massachusetts Bays NEP","Salisbury Beach Restoration","-","-","Beach Nourishment","3"
"2007","Region 1","Massachusetts Bays NEP","North River Shellfish Seeding","Soft Bottom/mud","Enhancement","Shellfish Seeding","556"
"2007","Region 1","Massachusetts Bays NEP","Phragmites Control, Woodbridge Island","Tidal Wetland","Reestablishment","Invasives Control/Removal - Vegetation","20"
"2007","Region 1","Massachusetts Bays NEP","Bradstreet Farm Open Space Preservation","Forested Wetland","-","Land Acquisition","102"
"2007","Region 1","Massachusetts Bays NEP","Pickman Park Phragmites australis study","Tidal Wetland","Rehabilitation","Invasives Control/Removal - Vegetation",".5"
"2007","Region 1","Massachusetts Bays NEP","Combined sewer overflow separation, Gloucester","Hard Bottom","Reestablishment","Stormwater/Runoff Controls","10"
"2006","Region 1","Massachusetts Bays NEP","Peregrine White Drive - Marshfield","Tidal Wetland","-","Land Acquisition","50.55"
"2006","Region 1","Massachusetts Bays NEP","Keene Street Parcel - Duxbury","Freshwater Marsh","-","Land Acquisition","1"
"2006","Region 1","Massachusetts Bays NEP","North River Parcel - Marshfield","Freshwater Marsh","-","Land Acquisition","25"
"2006","Region 1","Massachusetts Bays NEP","Condito Property - Hingham","Forested Wetland","-","Land Acquisition","5.66"
"2006","Region 1","Massachusetts Bays NEP","State Game Farm Tidal Restoration","Tidal Wetland","Rehabilitation","Culvert Modification (including installation and replacement)","8"
"2006","Region 1","Massachusetts Bays NEP","South Swamp - Scituate","Forested Wetland","-","Land Acquisition","8.5"
"2006","Region 1","Massachusetts Bays NEP","James Brook Parcel - Cohasset","Riparian","-","Land Acquisition","39.6"
"2010","Region 1","Long Island Sound Study","Bar Beach Lagoon restoration Phase 3","Tidal Wetland","Reestablishment","Fill Removal",".2"
"2018","Region 1","Long Island Sound Study","Osprey Point Properties LLC and 2C Holdings LLC Acquisition","Tidal Wetland","Protection","Easements","1.6"
"2018","Region 1","Long Island Sound Study","Grace/Krasnoff Property Acquisition","Forest/Woodland","Protection","Easements","6"
"2018","Region 1","Long Island Sound Study","Scotland Dam Fish Lift","In-Stream","Rehabilitation","Fish Passage","0"
"2018","Region 1","Long Island Sound Study","Otter Creek Preserve Coastal Forest Restoration","Forest/Woodland","Reestablishment","Invasives Control/Removal - Vegetation","12"
"2018","Region 1","Long Island Sound Study","Hope Goddard Iselin Preserve Restoration","Forest/Woodland","Reestablishment","Planting",".1"
"2018","Region 1","Long Island Sound Study","Acquisition of an Addition to Rich's Island WMA","Tidal Wetland","Protection","Land Acquisition","7.77"
"2018","Region 1","Long Island Sound Study","Konold's Pond Dam Fishway","In-Stream","Rehabilitation","Fish Ladder/Fishway","-"
"2018","Region 1","Long Island Sound Study","Malguarnera & T&S Builders Inc. Property Acquisition","Forest/Woodland","Protection","Land Acquisition","1.52"
"2018","Region 1","Long Island Sound Study","Flock Process Dam Removal","In-Stream","Reestablishment","Dam Modification/Removal","0"
"2018","Region 1","Long Island Sound Study","Blackledge River Dam Removal","In-Stream","Reestablishment","Dam Modification/Removal","0"
"2018","Region 1","Long Island Sound Study","Bond Property Wetland Restoration","Freshwater Marsh","Rehabilitation","Stream Flow Modification (including stream pool construction)","7.25"
"2018","Region 1","Long Island Sound Study","Alley Pond Coastal Habitat Restoration","Forest/Woodland","Reestablishment","Planting","5.5"
"2018","Region 1","Long Island Sound Study","Mill Lane One LLC Easement","Agriculture/Ranch Land","Protection","Easements","24.6"
"2018","Region 1","Long Island Sound Study","DeRoulet Easement","Forest/Woodland","Protection","Easements","5"
"2018","Region 1","Long Island Sound Study","Humes Forest Acquisition","Forest/Woodland","Protection","Land Acquisition","5"
"2018","Region 1","Long Island Sound Study","Besunder Property Acquisition","Tidal Wetland","Protection","Land Acquisition","6.8"
"2018","Region 1","Long Island Sound Study","Hauppauge Springs-Bradt Property Aquisition","Forested Wetland","Protection","Land Acquisition","6.5"
"2018","Region 1","Long Island Sound Study","Removal of Brunswick Mill Dam #1","In-Stream","Reestablishment","Dam Modification/Removal","0"
"2018","Region 1","Long Island Sound Study","Flushing Bay Tidal Wetland Restoration","Tidal Wetland","Reestablishment","Planting","3.45"
"2018","Region 1","Long Island Sound Study","Baisch Property Acquisition","Forest/Woodland","Protection","Land Acquisition","5.43"
"2018","Region 1","Long Island Sound Study","Goodspeed Airport Easement","Field/Meadow","Protection","Easements","57.12"
"2018","Region 1","Long Island Sound Study","Acquisition of the Brockway-Hawthorne Preserve","Forest/Woodland","Protection","Land Acquisition","82.27"
"2018","Region 1","Long Island Sound Study","Papermill Dam Removal","In-Stream","Reestablishment","Dam Modification/Removal","0"
"2018","Region 1","Long Island Sound Study","Treco Property Acquisition","Forest/Woodland","Reestablishment","Land Acquisition",".41"
"2018","Region 1","Long Island Sound Study","Noroton River / I-95 Culvert Modification and Fishway","In-Stream","Reestablishment","Fish Ladder/Fishway","0"
"2018","Region 1","Long Island Sound Study","Powell's Cove Park Coastal Forest Restoration","Forest/Woodland","Reestablishment","Invasives Control/Removal - Vegetation","3.72"
"2018","Region 1","Long Island Sound Study","Perry Pond Dam Removal","In-Stream","Reestablishment","Dam Modification/Removal","0"
"2018","Region 1","Long Island Sound Study","Acquisition of the Gungywamp Archaeological site","Forest/Woodland","Protection","Land Acquisition","270"
"2018","Region 1","Long Island Sound Study","Coastal Forest Restoration in Pelham Bay Park","Forest/Woodland","Rehabilitation","Invasives Control/Removal - Vegetation","5.09"
"2018","Region 1","Long Island Sound Study","Kruse Property Acquisition","Forest/Woodland","Protection","Land Acquisition","7.4"
"2018","Region 1","Long Island Sound Study","Cannondale Dam Breaching","In-Stream","Reestablishment","Dam Modification/Removal","0"
"2017","Region 1","Long Island Sound Study","Coastal Forest Restoration in Pelham Bay Park and Alley Pond Park","Forest/Woodland","Rehabilitation","Invasives Control/Removal - Vegetation","5.55"
"2017","Region 1","Long Island Sound Study","Copeland Property Acquisition","Forest/Woodland","Protection","Land Acquisition","6"
"2017","Region 1","Long Island Sound Study","Acquisition of 41 Hecker Avenue","Forest/Woodland","Protection","Land Acquisition","1.25"
"2017","Region 1","Long Island Sound Study","Alley Creek Tidal Pool Restoration","Tidal Wetland","Reestablishment","Planting",".1"
"2017","Region 1","Long Island Sound Study","Bronx River Forest Restoration","Forested Wetland","Enhancement","Invasives Control/Removal - Vegetation","10"
"2017","Region 1","Long Island Sound Study","Humes Japanese Stroll Garden Acquisition","Forest/Woodland","Protection","Land Acquisition","7"
"2017","Region 1","Long Island Sound Study","Schiff Property Easement","Forest/Woodland","Protection","Easements","5.62"
"2017","Region 1","Long Island Sound Study","Johnson Property Acquisition","Forest/Woodland","Protection","Land Acquisition","2"
"2017","Region 1","Long Island Sound Study","Acquisition of the Sciongay Property, Phase 2","Field/Meadow","Protection","Land Acquisition","6"
"2017","Region 1","Long Island Sound Study","Norton Paper Mill Dam Removal","In-Stream","Reestablishment","Dam Modification/Removal","0"
"2017","Region 1","Long Island Sound Study","Acquisition of Tilcon-Groton Property","Forest/Woodland","Protection","Land Acquisition","201.4"
"2017","Region 1","Long Island Sound Study","Tilden Farm Easement","Agriculture/Ranch Land","Protection","Land Acquisition","13.69"
"2017","Region 1","Long Island Sound Study","Acquisition of the GF&G Property","Forest/Woodland","Protection","Land Acquisition","23.7"
"2017","Region 1","Long Island Sound Study","Pelham Bay Park-Rodmans Neck South Phase IIIA Restoration","Forest/Woodland","Rehabilitation","Invasives Control/Removal - Vegetation","1"
"2017","Region 1","Long Island Sound Study","Bronx River Forest/Shoelace Park Floodplain Restoration","Riparian","Rehabilitation","Invasives Control/Removal - Vegetation","1"
"2017","Region 1","Long Island Sound Study","Acquisition of the White Property","Forest/Woodland","Protection","Land Acquisition","30.8"
"2017","Region 1","Long Island Sound Study","Springborn Dam Removal","In-Stream","Reestablishment","Dam Modification/Removal","0"
"2017","Region 1","Long Island Sound Study","Acquisition of the Gray Property (Fox Hollow Trust)","Forest/Woodland","Protection","Land Acquisition","15.16"
"2017","Region 1","Long Island Sound Study","Powerline Marsh Restoration","Tidal Wetland","Rehabilitation","Stream Flow Modification (including stream pool construction)","17.7"
"2017","Region 1","Long Island Sound Study","Tackling Mile-a-Minute Invasive Plant at Pelham Bay Park","Forest/Woodland","Rehabilitation","Invasives Control/Removal - Vegetation","100"
"2017","Region 1","Long Island Sound Study","Zebroski Property Easement","Agriculture/Ranch Land","Protection","Easements","22"
"2017","Region 1","Long Island Sound Study","Pindar Vineyard Easement","Agriculture/Ranch Land","Protection","Easements","29"
"2017","Region 1","Long Island Sound Study","Wood Property Acquisition","Tidal Wetland","Protection","Land Acquisition","1.1"
"2017","Region 1","Long Island Sound Study","Fitzsimmons Farm Acquisition","Forest/Woodland","Protection","Land Acquisition","17"
"2017","Region 1","Long Island Sound Study","Little Portion Friary Property Addition","Forest/Woodland","Protection","Land Acquisition","15"
"2017","Region 1","Long Island Sound Study","Fairfield Rocky Point LLC Acquisition","Forest/Woodland","Protection","Land Acquisition","5.89"
"2017","Region 1","Long Island Sound Study","Acquisition of the Toby Hill Woods Subdivision","Forest/Woodland","Protection","Land Acquisition","84.24"
"2017","Region 1","Long Island Sound Study","Beaver Lake Dam Fish Passage Project","In-Stream","Reestablishment","Fish Ladder/Fishway","0"
"2017","Region 1","Long Island Sound Study","Murphy Property Acquisition","Freshwater Marsh","Protection","Land Acquisition","2.03"
"2017","Region 1","Long Island Sound Study","Baisch Property Acquisition","Forest/Woodland","Protection","Land Acquisition","5.43"
"2017","Region 1","Long Island Sound Study","Shore Road Sanctuary Restoration","Estuarine Shoreline","Enhancement","Planting",".5"
"2017","Region 1","Long Island Sound Study","Fort Totten Forest Restoration","Forest/Woodland","Rehabilitation","Invasives Control/Removal - Vegetation","5"
"2017","Region 1","Long Island Sound Study","Alley Creek Vernal Pool Restoration","Forested Wetland","Rehabilitation","Invasives Control/Removal - Vegetation","2"
"2017","Region 1","Long Island Sound Study","Macy Meadow Easement","Field/Meadow","Protection","Easements","2"
"2017","Region 1","Long Island Sound Study","Underhill Preserve Grassland Restoration","Grassland","Rehabilitation","Invasives Control/Removal - Vegetation","12"
